dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location,owner/id,shortcode,tags/0,tags/1,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,location/address_json,location/has_public_page,location/id,location/name,location/slug,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,video_view_count,comments_disabled,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,tags/28,tags/29,urls/1,urls/2,urls/3,urls/4,urls/5,urls/6
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/0f83dbcf56e911bbe1664187b72dd470/5C6FD75C/t51.2885-15/e35/44631402_226155454767744_6666096761074269616_n.jpg,14,14,"Boa tarde
Venho apresentar esta mais nova Oportunidade para você investir em Terrenos!

Terrenos a partir de 360m2 (12x30)
Lotes residenciais valendo a partir de R$80.000,00

A poucos minutos de Cruzeiro do Sul/RS
E também poucos de Lajeado/RS

Ponto estratégico para quem quer um ponto comercial na RS 130 ou Construir sua residência em um ambiente calmo e tranquilo!!! Venha falar comigo 😊👍
Venha investir com Imojel Construtora

Mais Informações?
@renandiel (51) 99779 0790 (Whats)
CRECI 58.804
#lajeado #cruzeiro #cruzeirodosul #construtora #loteamento #oportunidade #vendas #residencial #comercial #rs130 #valedotaquari #imojel #loteadora #lotes #imoveis #casa #pavilhao #voce #corretor #renandiel #investir #business",1,1916283851477177152,false,,793994080,BqYAgKQHVNA,lajeado,construtora,1542658858,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/25876d1b6e0408c991a834f24fe68ad5/5CB1E029/t51.2885-15/e35/c0.100.800.800/s150x150/44631402_226155454767744_6666096761074269616_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/02e32ea61d0af8d7d84d51f30189eb00/5CB25463/t51.2885-15/e35/c0.100.800.800/s240x240/44631402_226155454767744_6666096761074269616_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e6147db25c62f7deeccede139cea881b/5C6FEED9/t51.2885-15/e35/c0.100.800.800/s320x320/44631402_226155454767744_6666096761074269616_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/07d4b56a8848ed84b76862de1acd7dfb/5C7B4083/t51.2885-15/e35/c0.100.800.800/s480x480/44631402_226155454767744_6666096761074269616_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/0d6c5d71113a91c7291a2c84aa50a2a7/5CADCA23/t51.2885-15/sh0.08/e35/c0.100.800.800/s640x640/44631402_226155454767744_6666096761074269616_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0d6c5d71113a91c7291a2c84aa50a2a7/5CADCA23/t51.2885-15/sh0.08/e35/c0.100.800.800/s640x640/44631402_226155454767744_6666096761074269616_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0f83dbcf56e911bbe1664187b72dd470/5C6FD75C/t51.2885-15/e35/44631402_226155454767744_6666096761074269616_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Cruzeiro Do Sul, Rio Grande Do Sul, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,213410850,"Cruzeiro Do Sul, Rio Grande Do Sul, Brazil",cruzeiro-do-sul-rio-grande-do-sul-brazil,imojel,cruzeiro,renandiel,vendas,valedotaquari,loteamento,comercial,business,residencial,pavilhao,rs130,oportunidade,imoveis,investir,lotes,loteadora,casa,corretor,,false,voce,cruzeirodosul,,,,,,,,,,,,,,
661,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/65ded862fb7019c8b4904c1a5577bd5d/5C765CD3/t51.2885-15/e35/45406837_482049828952304_2867586081259371317_n.jpg,10,10,"Presenças constantes nas seleções de base, o zagueiro Paulo e o atacante Alejandro celebram uma nova oportunidade de vestir a amarelinha na categoria Sub-17. Neste domingo, os atletas cruzeirenses foram lembrados pelo técnico Guilherme Dalla Déa para dois amistosos contra a Argentina, a serem realizados na próxima terça e quinta-feira, na Granja Comary.Além dos jogadores celestes, o treinador da Seleção Brasileira Sub-17 chamou outros 17 atletas para os compromissos desta semana. Todos os 19 convocados já se encontram à disposição da comissão técnica para os duelos, que valem como preparação para o Sul-Americano da categoria, marcado para o ano que vem.

#cruzeiro @cruzeiro 
#fechadocomocruzeiro ~ @cruzeiromgnews",0,1916282811012544574,false,,8217531110,BqYARBPlvg-,fechadocomocruzeiro,cruzeiro,1542658734,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/95b5a2c3bd90bdc23bbc519e0d5ef798/5C834D6C/t51.2885-15/e35/c193.0.612.612/s150x150/45406837_482049828952304_2867586081259371317_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/427930556b68ed30d1cefa8dd4ee0b1c/5C6F2026/t51.2885-15/e35/c193.0.612.612/s240x240/45406837_482049828952304_2867586081259371317_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/6b25c0763a8e42f29bc211f2e41c1b44/5C7E879C/t51.2885-15/e35/c193.0.612.612/s320x320/45406837_482049828952304_2867586081259371317_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/0def2d3dcab42c5096048ce49c6d9c43/5CAFDCC6/t51.2885-15/e35/c193.0.612.612/s480x480/45406837_482049828952304_2867586081259371317_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/a1420f5ee45bd9518490a2dba53d81d2/5C6FD16F/t51.2885-15/e35/c193.0.612.612/45406837_482049828952304_2867586081259371317_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a1420f5ee45bd9518490a2dba53d81d2/5C6FD16F/t51.2885-15/e35/c193.0.612.612/45406837_482049828952304_2867586081259371317_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/65ded862fb7019c8b4904c1a5577bd5d/5C765CD3/t51.2885-15/e35/45406837_482049828952304_2867586081259371317_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/7c0ab685fdc495508c376d78afb649c6/5C79D62C/t51.2885-15/e35/44746687_1316320785174174_1187187665755522213_n.jpg,,,,,
480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d782629bbe9956d68ba905b66d11ac58/5C77462F/t51.2885-15/e35/44808309_562852544162411_2738401878638314750_n.jpg,7,7,"@mineirao @oficialthneves10
#mineirão #chinaazul #cruzeiro #mafiaazul #thiagoneves #hexacampeão #emoção #futebol #esporte #fechadocomocruzeiro",0,1916280250591690179,false,,9295816691,BqX_rwqnT3D,futebol,emoção,1542658428,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/7df1912904648542363782d77f6ba7b7/5C7B476D/t51.2885-15/e35/s150x150/44808309_562852544162411_2738401878638314750_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/d9f5521210eead7bc16279c1903df18c/5C6ED027/t51.2885-15/e35/s240x240/44808309_562852544162411_2738401878638314750_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/2ab74c50a865026fe5ae4388a7d648c1/5CAE0A9D/t51.2885-15/e35/s320x320/44808309_562852544162411_2738401878638314750_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d782629bbe9956d68ba905b66d11ac58/5C77462F/t51.2885-15/e35/44808309_562852544162411_2738401878638314750_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/d782629bbe9956d68ba905b66d11ac58/5C77462F/t51.2885-15/e35/44808309_562852544162411_2738401878638314750_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d782629bbe9956d68ba905b66d11ac58/5C77462F/t51.2885-15/e35/44808309_562852544162411_2738401878638314750_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d782629bbe9956d68ba905b66d11ac58/5C77462F/t51.2885-15/e35/44808309_562852544162411_2738401878638314750_n.jpg,,,,,,mineirão,thiagoneves,esporte,hexacampeão,cruzeiro,chinaazul,mafiaazul,fechadocomocruzeiro,,,,,,,,,,,,false,,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/bbcc39b6e1a83b51d3dbb633933fd022/5CAEDA1A/t51.2885-15/e35/44429529_199484460953098_8104377529942670369_n.jpg,22,22,"🚩 Fiorentina Home 2018/19

Olha esse manto da Fio da Lecoq Sportif!

A camisa titular é a tradicionalmente roxa e desta vez traz um estilo bem clássico, com a gola polo.

@botequimdosport

#futebol #corinthians #flamengo #gremio #esportes #spfc #brasileirao #gol #lojavirtual #lojaonline #enviamosparatodoobrasil #compreonline #palmeiras #cruzeiro #modamasculina #modaparahomens #homemfashion #portoalegre #sneakers #nike #jordan #kicks #kickstagram #yezzy #adidasoriginals #nmd",1,1916279101711623891,false,,8269838557,BqX_bCsBqbT,esportes,compreonline,1542658292,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/2b194bdc557b58dac01cef6623de2b99/5CAE3158/t51.2885-15/e35/s150x150/44429529_199484460953098_8104377529942670369_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/18a6c016f8cf10fce387384682807556/5C6FD112/t51.2885-15/e35/s240x240/44429529_199484460953098_8104377529942670369_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/ae12baa28a08123503ece3d9e3830548/5C75DCA8/t51.2885-15/e35/s320x320/44429529_199484460953098_8104377529942670369_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/b2b2a2139902c5803cb1f967badb4717/5CAF23F2/t51.2885-15/e35/s480x480/44429529_199484460953098_8104377529942670369_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/47c871704e7bf35a35367d024291bab1/5C7549FF/t51.2885-15/sh0.08/e35/s640x640/44429529_199484460953098_8104377529942670369_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/47c871704e7bf35a35367d024291bab1/5C7549FF/t51.2885-15/sh0.08/e35/s640x640/44429529_199484460953098_8104377529942670369_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/bbcc39b6e1a83b51d3dbb633933fd022/5CAEDA1A/t51.2885-15/e35/44429529_199484460953098_8104377529942670369_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Porto Alegre, Rio Grande do Sul"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,214046571,"Porto Alegre, Rio Grande do Sul",porto-alegre-rio-grande-do-sul,kickstagram,enviamosparatodoobrasil,cruzeiro,futebol,flamengo,gol,yezzy,nike,palmeiras,sneakers,portoalegre,corinthians,homemfashion,modaparahomens,lojavirtual,nmd,jordan,kicks,,false,lojaonline,adidasoriginals,spfc,gremio,modamasculina,brasileirao,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/4993041cb5141763f64bb5e0bd860a73/5C7CA2E1/t51.2885-15/e35/43187938_2239598389648376_2760805671640710472_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f958d088ab6c255ef7bf98ed3b2c5e8d/5C8DD0EC/t51.2885-15/e35/44456113_268668010505852_5275629056376837183_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6b167ee39cdcb78d35b344f6736e4b51/5CB1492C/t51.2885-15/e35/44499475_2202272220041097_6858321742029992036_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/8679a98ddfdff72bad6af9d6d92cb418/5C808168/t51.2885-15/e35/44924594_1008405452689691_8996192358357839956_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f98c27380946d40d57293d9ad55496fd/5C836C78/t51.2885-15/e35/44521423_1937415266564166_5529890057043286541_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/870cf95c8f6099c2e3a03a944e6a92d7/5CB0C1C0/t51.2885-15/e35/44871198_2072663416134449_177480245452336871_n.jpg
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e091326c2724c3afdfd9f8ec3bd25f6a/5C6D6AF4/t51.2885-15/e35/44721809_198721244388423_1927156901210821171_n.jpg,27,27,arte  do brother @rodrigoalves815 🐺💙 #draw #drawing #art #ludink #tattoo2me #drawing2me #tattooinkspiration #tguest #rosetattoo #bestoff #thebesttattoo #tattoosombreada #mandalatattoo #lobotattoo #fineline #bestline #lt #artes #blackandgrey #cruzeirofc #wolff #cruzeirotattoo #cruzeiro #tatuagemdocruzeiro #futebol,1,1916277624343234057,false,,1082268821,BqX_FiyAgYJ,art,tattoosombreada,1542658115,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/69b46a877a634ff05195b6f5ef36011c/5C706AAC/t51.2885-15/e35/c0.135.1080.1080/s150x150/44721809_198721244388423_1927156901210821171_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/8e39b05dd82cccf375375664b5014cd5/5C6AF7E6/t51.2885-15/e35/c0.135.1080.1080/s240x240/44721809_198721244388423_1927156901210821171_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/2bf21b082a07edd4ca13ca3ee1423414/5C6C855C/t51.2885-15/e35/c0.135.1080.1080/s320x320/44721809_198721244388423_1927156901210821171_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/26b694def9dc22a303b4bb1faa919b1c/5C8B4806/t51.2885-15/e35/c0.135.1080.1080/s480x480/44721809_198721244388423_1927156901210821171_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/49592aad8a08838dfab355096b6640ee/5CAC78B7/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44721809_198721244388423_1927156901210821171_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/49592aad8a08838dfab355096b6640ee/5CAC78B7/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44721809_198721244388423_1927156901210821171_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e091326c2724c3afdfd9f8ec3bd25f6a/5C6D6AF4/t51.2885-15/e35/44721809_198721244388423_1927156901210821171_n.jpg,,,,,,blackandgrey,cruzeiro,futebol,tattoo2me,bestline,lobotattoo,ludink,thebesttattoo,lt,wolff,mandalatattoo,draw,drawing2me,tattooinkspiration,rosetattoo,fineline,cruzeirotattoo,artes,,false,tguest,bestoff,tatuagemdocruzeiro,cruzeirofc,drawing,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/18f84b6f815d2ab26b5de892c5fcf2a3/5C6C1FAA/t51.2885-15/e35/44673027_371086306797018_8849298568968363417_n.jpg,7,7,"🐼 Olha que fofura essa panda...
Pronta entrega. 🛍 Para saber frete mandar mensagem via direct.

Tamanho: 40cm em pé
30 cm sentado.

Fazemos sob encomenda.

#semprecirculo #croche #amigurumi #crochet #cruzeiro #mascote #raposa #feitoamao",0,1916276919710492094,false,,7703100075,BqX-7Sin6W-,mascote,croche,1542658031,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/9c695535a7995c7465b7af47789e571c/5C8E0FE8/t51.2885-15/e35/s150x150/44673027_371086306797018_8849298568968363417_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/9f5da67fea45d3c83145a6aa501d7706/5C8BA1A2/t51.2885-15/e35/s240x240/44673027_371086306797018_8849298568968363417_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/3a8c5239a200a8b01a2c4742e18c798b/5C747F18/t51.2885-15/e35/s320x320/44673027_371086306797018_8849298568968363417_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/6f4e20891e6b78a798fce31bf0505290/5C731F42/t51.2885-15/e35/s480x480/44673027_371086306797018_8849298568968363417_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/0ec01c8077699b6f791830ab9cdfc124/5C82D34F/t51.2885-15/sh0.08/e35/s640x640/44673027_371086306797018_8849298568968363417_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0ec01c8077699b6f791830ab9cdfc124/5C82D34F/t51.2885-15/sh0.08/e35/s640x640/44673027_371086306797018_8849298568968363417_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/18f84b6f815d2ab26b5de892c5fcf2a3/5C6C1FAA/t51.2885-15/e35/44673027_371086306797018_8849298568968363417_n.jpg,,,,,,raposa,amigurumi,feitoamao,cruzeiro,crochet,semprecirculo,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,
421,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/975a7a52688ae9413b24dfec17d6227f/5C71919E/t51.2885-15/e35/43110198_262443251085336_2938212509285212502_n.jpg,72,72,"⚠️ATENÇÃO⚠️
A equipe do rachao news está procurando este rapaz, que se chama Luka Modrić, conhecido como ~~o melhor jogador do mundo~~, que está sumido desde ontem na partida válida pela Nations League contra a Inglaterra, que não conseguiu fazer absolutamente nada pra evitar o rebaixamento da Croácia. 
Curtiu? Segue a página @rachaonews e continue acompanhando nossas postagens! 
#futebol #gol #futebol #arte #palmeiras #corinthians #flamengo #saopaulo #vasco #cruzeiro #fluminense #atleticomg #internacional #gremio #santos #chapecoense #coritiba #atleticopr #americamg #ceara #bahia #botafogo #soccer #sport #rachaonews 
@humoresportivo @diariolance @arrascaeta_milgrau_ @fc_thiagosilva #boanoite #clearcr7fred @pumabrasil @amstelbr",1,1916274264790831739,false,,7062664451,BqX-Up9FJJ7,coritiba,flamengo,1542657715,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/dead1b058dce89b3756b394b3969f763/5CB006E0/t51.2885-15/e35/c164.0.421.421/s150x150/43110198_262443251085336_2938212509285212502_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/c9a30d9872736c9e887d5e31eef773c4/5C6A18AA/t51.2885-15/e35/c164.0.421.421/s240x240/43110198_262443251085336_2938212509285212502_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/d65c527fe1a18e7bd4226ce5cb70c52e/5C813710/t51.2885-15/e35/c164.0.421.421/s320x320/43110198_262443251085336_2938212509285212502_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/3d391aa3d8d4e5cd548ff41c0d8329ee/5C6C36CD/t51.2885-15/e35/c164.0.421.421/43110198_262443251085336_2938212509285212502_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/3d391aa3d8d4e5cd548ff41c0d8329ee/5C6C36CD/t51.2885-15/e35/c164.0.421.421/43110198_262443251085336_2938212509285212502_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3d391aa3d8d4e5cd548ff41c0d8329ee/5C6C36CD/t51.2885-15/e35/c164.0.421.421/43110198_262443251085336_2938212509285212502_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/975a7a52688ae9413b24dfec17d6227f/5C71919E/t51.2885-15/e35/43110198_262443251085336_2938212509285212502_n.jpg,,,,,,atleticopr,cruzeiro,futebol,atleticomg,rachaonews,sport,gol,santos,palmeiras,clearcr7fred,chapecoense,internacional,gremio,arte,corinthians,soccer,americamg,vasco,,false,ceara,boanoite,botafogo,saopaulo,fluminense,bahia,,,,,,,,,,
670,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/32f2946ba89cc5e1eaa5d9c34d1ab76f/5C7AC3F4/t51.2885-15/e35/44634043_255485175125545_4155970383145234927_n.jpg,10,10,"Eu me amarro nesta foto que tirei na esplanada do Estádio Mineirao BH

Siga @saquarema_rj_br 
Site www.poptour.com.br

#photo #photography 
#instaphoto #instagood 
#insta #soccer #player #mineirao #7a1 #pampulha #minas #bh #belohorizonte #brasil #imagemdodia #foto #model #missbh #canon #cruzeiro #galo #americamineiro #coelho #raposa",0,1916274187440226080,false,,2176971538,BqX-Th6n_8g,photo,canon,1542657706,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/5c2c06a7b9a710377691607b286d99bc/5C758837/t51.2885-15/e35/c177.0.581.581a/s150x150/44634043_255485175125545_4155970383145234927_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/008a159c898103ee74cec6eea0c28844/5C7C0F7D/t51.2885-15/e35/c177.0.581.581a/s240x240/44634043_255485175125545_4155970383145234927_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e9194949f0d4515fb7ad5d60dec00126/5C8EF4C7/t51.2885-15/e35/c177.0.581.581a/s320x320/44634043_255485175125545_4155970383145234927_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/b4a8b0b9b82bc2b2eb08cbea453ee2a0/5CB17D9D/t51.2885-15/e35/c177.0.581.581a/s480x480/44634043_255485175125545_4155970383145234927_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/68174c9815b1f9f8df4b5d0195c90297/5C90D5C8/t51.2885-15/e35/c177.0.581.581a/44634043_255485175125545_4155970383145234927_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/68174c9815b1f9f8df4b5d0195c90297/5C90D5C8/t51.2885-15/e35/c177.0.581.581a/44634043_255485175125545_4155970383145234927_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/32f2946ba89cc5e1eaa5d9c34d1ab76f/5C7AC3F4/t51.2885-15/e35/44634043_255485175125545_4155970383145234927_n.jpg,,,,,,missbh,minas,insta,cruzeiro,galo,belohorizonte,imagemdodia,pampulha,soccer,7a1,mineirao,foto,photography,bh,instaphoto,brasil,player,raposa,,false,instagood,coelho,americamineiro,model,,,,,,,,,,,,
352,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/ada05b8607ec852e1aab2355984099a7/5BF592C9/t51.2885-15/e15/44351081_271987493511059_3110072790744110036_n.jpg,33,33,"O impossível aconteceu...
-
-
#soccer #futebol #saopaulo #flamengo #corinthians #palmeiras #cruzeiro #chape #skills #gol #gremio #inter #sport #vasco #serieb #brasileirao #laliga #premierleague #serieatim #love #followers #followforfollowback #17 #messi #cristiano
-
-
@futdamaldade",0,1916269165347719918,true,,8292339894,BqX9Kculcru,love,messi,1542657140,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/874cccf61d7896179ff3d636454c4722/5BF58692/t51.2885-15/e15/c144.0.352.352/s150x150/44351081_271987493511059_3110072790744110036_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/a5b3a697b1f0c4c59b6996fd14b2c9bb/5BF5E398/t51.2885-15/e15/c144.0.352.352/s240x240/44351081_271987493511059_3110072790744110036_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/9de0709c86681f728c91d7b9cb4461ac/5BF596A2/t51.2885-15/e15/c144.0.352.352/s320x320/44351081_271987493511059_3110072790744110036_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/21203626de49a56de42949e897fe42b7/5BF5868A/t51.2885-15/e15/c144.0.352.352/44351081_271987493511059_3110072790744110036_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/21203626de49a56de42949e897fe42b7/5BF5868A/t51.2885-15/e15/c144.0.352.352/44351081_271987493511059_3110072790744110036_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/21203626de49a56de42949e897fe42b7/5BF5868A/t51.2885-15/e15/c144.0.352.352/44351081_271987493511059_3110072790744110036_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5d1073f8bc91fcede2d268f324964124/5BF5D1E1/t50.2886-16/46336744_367924760418493_775741565480992768_n.mp4,,,,,,cruzeiro,futebol,flamengo,serieb,sport,gol,chape,palmeiras,followers,corinthians,soccer,cristiano,vasco,serieatim,17,premierleague,skills,laliga,0,false,gremio,saopaulo,inter,brasileirao,followforfollowback,,,,,,,,,,,
718,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/54cc70b729cd2d0374bb3b815ee19520/5C847326/t51.2885-15/e35/46141202_548837765560290_7530709396047071388_n.jpg,197,197,"Você gostaria que o Marcelo Moreno voltasse ao Cruzeiro?🤔
#cruzeiro #cruzeiraosempre #cruzeirãocabuloso #maiordeminas #timedopovo #chupafrangas #6x1eterno #vamoscruzeiro #issoécruzeiro #cruzeiromeuamor #cruzeiroesporteclube",24,1916268514962143023,false,,4540592149,BqX9A_AlXcv,6x1eterno,issoécruzeiro,1542657029,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/d3d9980b28dd3491dac9388a42bf75ac/5CB0A4B9/t51.2885-15/e35/c128.0.511.511a/s150x150/46141202_548837765560290_7530709396047071388_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/f58f73805f3ad675b6d42c0d79e7b68c/5C8085F3/t51.2885-15/e35/c128.0.511.511a/s240x240/46141202_548837765560290_7530709396047071388_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/a0bb829770c00be330f435590ab3bb04/5C77E149/t51.2885-15/e35/c128.0.511.511a/s320x320/46141202_548837765560290_7530709396047071388_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d43e26ce6c302f54d29ea70e4182a4b1/5C6A2713/t51.2885-15/e35/c128.0.511.511a/s480x480/46141202_548837765560290_7530709396047071388_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/9f89b726b0e454958c9dca36cf561b51/5C6BCFA0/t51.2885-15/e35/c128.0.511.511a/46141202_548837765560290_7530709396047071388_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9f89b726b0e454958c9dca36cf561b51/5C6BCFA0/t51.2885-15/e35/c128.0.511.511a/46141202_548837765560290_7530709396047071388_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/54cc70b729cd2d0374bb3b815ee19520/5C847326/t51.2885-15/e35/46141202_548837765560290_7530709396047071388_n.jpg,,,,,,cruzeiraosempre,cruzeiroesporteclube,cruzeirãocabuloso,timedopovo,vamoscruzeiro,maiordeminas,cruzeiro,chupafrangas,cruzeiromeuamor,,,,,,,,,,,false,,,,,,,,,,,,,,,,
