dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,location,urls/1,urls/2,urls/3,tags/24,tags/25,tags/26,tags/27,tags/28,tags/29,comments_disabled,video_view_count,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9
1321,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/0446be3d55699e0d1c9d9ad2ca07a532/5C77C30E/t51.2885-15/e35/44454526_1207482536066784_8033263421001610567_n.jpg,10,10,"E se voce quiser um céu todinho seu??? Essa ideia eu ameiiiiii! 😍 by Pinterest #diyfesta, #diy, #festa, #façavocemesmo, #festaemcasa, #festaemcasaoficial, #facavcmesmo, #festachic, #dicasparafestas, #ideiasdefesta, #ideiasparafestas, #festaseconomica, #festasimples, # montandominhafesta,#Aproveiessaideia,#Loucasporfesta,#Portalfestejar,#Umbocadinhodeideias,#Loucasporfestas,#Cake,#Cakes,#Festainfantil,#Cakedesing,#Festa,#maefesteira,#sugarcraft,#entrenafesta,#cookies, #baloes , #baloespersonalizados",0,1910417390097877556,false,,,,,,509480874,BqDKn6Vg0o0,cookies,facavcmesmo,dicasparafestas,festaemcasaoficial,festaemcasa,maefesteira,Cakedesing,ideiasparafestas,sugarcraft,Aproveiessaideia,Festainfantil,Festa,diyfesta,Umbocadinhodeideias,festachic,baloespersonalizados,festaseconomica,Portalfestejar,baloes,Cake,entrenafesta,Cakes,festa,ideiasdefesta,1541959521,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/f2c7df6d4d9a3969ecd5bc8d6d9a9d63/5C74A108/t51.2885-15/e35/c0.120.1080.1080/s150x150/44454526_1207482536066784_8033263421001610567_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/068aae141ecf021a2c53adba3e5f49d7/5C78700E/t51.2885-15/e35/c0.120.1080.1080/s240x240/44454526_1207482536066784_8033263421001610567_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/48393214b2fb20d85e6dedd8f41c9da8/5C697D70/t51.2885-15/e35/c0.120.1080.1080/s320x320/44454526_1207482536066784_8033263421001610567_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/6f86fc5e91a3e7bdb5780119b1075656/5C6FA537/t51.2885-15/e35/c0.120.1080.1080/s480x480/44454526_1207482536066784_8033263421001610567_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/44a7eb41b4b3d3e83de064b193e823a1/5C7D799F/t51.2885-15/sh0.08/e35/c0.120.1080.1080/s640x640/44454526_1207482536066784_8033263421001610567_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/44a7eb41b4b3d3e83de064b193e823a1/5C7D799F/t51.2885-15/sh0.08/e35/c0.120.1080.1080/s640x640/44454526_1207482536066784_8033263421001610567_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0446be3d55699e0d1c9d9ad2ca07a532/5C77C30E/t51.2885-15/e35/44454526_1207482536066784_8033263421001610567_n.jpg,,,,,Loucasporfestas,façavocemesmo,diy,festasimples,Loucasporfesta,,false,,,,,,,
718,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/f0a4e20b8d207e8ef4f0476844f87648/5C7E28F0/t51.2885-15/e35/44599551_152517045709149_4582917678698071623_n.jpg,15,15,"Vivaaaa! Vamos celebrar! 🎉🎉
Hoje a boneca Manu completa seu primeiro aninho! E já deixou tantas marcas lindas nessa sua pequena trajetória! Filha ! Meu primeiro ano de mamãe, como está sendo maravilhoso, agradeço a vc por ser minha, por me tornar uma pessoa melhor, por me mostrar o que é amar de verdade! Eu desejo tudo de mais lindo da vida pra vc! Muita saúde, alegrias e peço ao nosso Pai que guie seus passos e a proteja sempre! Mamãe estará a todo momento ao seu lado... Feliz aniversário luz do meu viver! Mamãe ama muito vc! 👸🏼💕
.
.
.
.
.
#manufaz1 #mundodelamanuela #1aninho #festa #brancadeneve",6,1910417329349237299,false,,,,,,280264092,BqDKnBwnJoz,brancadeneve,manufaz1,festa,1aninho,mundodelamanuela,,,,,,,,,,,,,,,,,,,,1541959514,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/fc9a1467721841cc3f253e8041cf7b69/5C83D5F1/t51.2885-15/e35/c181.0.718.718/s150x150/44599551_152517045709149_4582917678698071623_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/b14cf093913ffe1bc7f09fd91eb0e279/5C66FEBB/t51.2885-15/e35/c181.0.718.718/s240x240/44599551_152517045709149_4582917678698071623_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/36fcbe0048274299ea426d0702c99465/5C7DEB01/t51.2885-15/e35/c181.0.718.718/s320x320/44599551_152517045709149_4582917678698071623_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/4d88e437ff63f0fc79857506397ae3f3/5C7DD15B/t51.2885-15/e35/c181.0.718.718/s480x480/44599551_152517045709149_4582917678698071623_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/533ce7ea1de39f4ebc44c3f0f985d6c8/5C822EFB/t51.2885-15/sh0.08/e35/c181.0.718.718/s640x640/44599551_152517045709149_4582917678698071623_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/533ce7ea1de39f4ebc44c3f0f985d6c8/5C822EFB/t51.2885-15/sh0.08/e35/c181.0.718.718/s640x640/44599551_152517045709149_4582917678698071623_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f0a4e20b8d207e8ef4f0476844f87648/5C7E28F0/t51.2885-15/e35/44599551_152517045709149_4582917678698071623_n.jpg,,,,,,,,,,,false,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/a2fc31e8004a240c16241a1112574bc3/5C78362B/t51.2885-15/e35/44667290_2176237935984787_7069587414133506048_n.jpg,12,12,E ontem foi dia de festa da firma... @goldbclub #festa #regionalsantos #santander #ilhabela #goldbeachclub #sabado #firma #praia #litoral #sp,0,1910417298831516987,false,"{""street_address"": ""Rua luiz massa 201"", ""zip_code"": ""11630000"", ""city_name"": ""Ilhabela, Sao Paulo, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,245149992679348,Gold Beach Club,gold-beach-club,200377880,BqDKmlVnSU7,praia,sabado,festa,firma,santander,sp,ilhabela,regionalsantos,litoral,goldbeachclub,,,,,,,,,,,,,,,1541959510,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/5b67982b31024825bbb79b3be98a1f40/5C7AAF24/t51.2885-15/e35/c0.135.1080.1080/s150x150/44667290_2176237935984787_7069587414133506048_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/837a3eed3d285aa61616a1ef1f53175b/5C7FC622/t51.2885-15/e35/c0.135.1080.1080/s240x240/44667290_2176237935984787_7069587414133506048_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/476fbe86e6ffc7f4c84e8b554b432121/5C801F5C/t51.2885-15/e35/c0.135.1080.1080/s320x320/44667290_2176237935984787_7069587414133506048_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/1439ea25192828b0e51bca8eb0bc4817/5C832B1B/t51.2885-15/e35/c0.135.1080.1080/s480x480/44667290_2176237935984787_7069587414133506048_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/72ae4cedc62a63b0abacf873cb221794/5C757CB3/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44667290_2176237935984787_7069587414133506048_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/72ae4cedc62a63b0abacf873cb221794/5C757CB3/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44667290_2176237935984787_7069587414133506048_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a2fc31e8004a240c16241a1112574bc3/5C78362B/t51.2885-15/e35/44667290_2176237935984787_7069587414133506048_n.jpg,,,,,,,,,,,false,,,,,,,
750,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/7e01f83ef7b60d4326ff4451f85501ed/5C8923CB/t51.2885-15/e35/44224286_2176422335948892_7754632765110222848_n.jpg,5,5,"🌼🌸🍃
.
.
.
#flores #lembrancinha #lembrançadefesta #chocolate #morango #docedeleite #churros #leiteninho #sobremesa #docegourmet #rissipalha #palhaitaliana #feitocomamor #umadelícia #festa #chádebebê #chádepanela #chádecozinha #chábar #chádelingerie #casamento #15anos #bodasdeouro #bodasdeprata #1ano #aniversário #formatura #batizado #natal #páscoa",0,1910417280055971752,false,,,,,,7542264245,BqDKmT2gQ-o,1ano,15anos,churros,chádepanela,páscoa,lembrançadefesta,chádelingerie,feitocomamor,aniversário,rissipalha,lembrancinha,chádebebê,natal,morango,palhaitaliana,casamento,bodasdeouro,chádecozinha,chocolate,flores,bodasdeprata,formatura,umadelícia,sobremesa,1541959508,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/600c9a8b9efd028109d7b9b1e00d4d76/5C8616F4/t51.2885-15/e35/s150x150/44224286_2176422335948892_7754632765110222848_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/5c3a65234be218647f9d39bd3f0029cb/5C70BEF2/t51.2885-15/e35/s240x240/44224286_2176422335948892_7754632765110222848_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/2faff75de0bf07abc1a058f7607e3c40/5C6BAB8C/t51.2885-15/e35/s320x320/44224286_2176422335948892_7754632765110222848_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/0d5a6f16b5c7c0f2a4d515905721ee59/5C6D6BCB/t51.2885-15/e35/s480x480/44224286_2176422335948892_7754632765110222848_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/47b57bed4af762089ce8afc4f781ae5a/5C7E5E71/t51.2885-15/sh0.08/e35/s640x640/44224286_2176422335948892_7754632765110222848_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/47b57bed4af762089ce8afc4f781ae5a/5C7E5E71/t51.2885-15/sh0.08/e35/s640x640/44224286_2176422335948892_7754632765110222848_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/7e01f83ef7b60d4326ff4451f85501ed/5C8923CB/t51.2885-15/e35/44224286_2176422335948892_7754632765110222848_n.jpg,,,,,festa,docegourmet,batizado,docedeleite,chábar,leiteninho,false,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/790dcfd9ef2179581126b8b8af8b2dbc/5C775379/t51.2885-15/e35/43985604_2267720873240680_6729548768104423739_n.jpg,1,1,"Tags 3D Masha e o Urso, produzidas para o aniversário de 2 aninhos da Yasmin Giullya 💓💓💓 R$ 1,00 cada! (Tam: 7x7cm / 2 Camadas)

#mashaeourso #elo7 #clientes #clientesatisfeita #yasmin #2aninhos #yasminfaz2 #festa #aniversario #tags #3d #decoração #personalizacao #personalizados #amorpelonossotrabalho #luna #mundorosa #segundoaniversario #maedemenina #masha #happybirthday #family #feitocomamor #encomendeoseu",0,1910417266979538483,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Canoas"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,738559,Canoas,canoas,7383376521,BqDKmHrFoYz,family,personalizacao,luna,clientes,mashaeourso,feitocomamor,encomendeoseu,happybirthday,personalizados,2aninhos,decoração,amorpelonossotrabalho,mundorosa,3d,elo7,segundoaniversario,tags,maedemenina,aniversario,masha,festa,yasminfaz2,yasmin,clientesatisfeita,1541959506,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/a603a9726c0d9df7a892f123b863652b/5C877846/t51.2885-15/e35/s150x150/43985604_2267720873240680_6729548768104423739_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/878e8190344215da71944d074aa4f254/5C835040/t51.2885-15/e35/s240x240/43985604_2267720873240680_6729548768104423739_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/94939d1f3317c12045388fc3e9620c95/5C81F83E/t51.2885-15/e35/s320x320/43985604_2267720873240680_6729548768104423739_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/5787423f29915ea441cf2b30cdddc7ed/5C6B2279/t51.2885-15/e35/s480x480/43985604_2267720873240680_6729548768104423739_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/06b396521652852a62a23b919f062b52/5C6B5CC3/t51.2885-15/sh0.08/e35/s640x640/43985604_2267720873240680_6729548768104423739_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/06b396521652852a62a23b919f062b52/5C6B5CC3/t51.2885-15/sh0.08/e35/s640x640/43985604_2267720873240680_6729548768104423739_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/790dcfd9ef2179581126b8b8af8b2dbc/5C775379/t51.2885-15/e35/43985604_2267720873240680_6729548768104423739_n.jpg,,https://instagram.fplu4-1.fna.fbcdn.net/vp/774402dbc29c7e6df243ff12b6850b55/5C7682FA/t51.2885-15/e35/43360370_297171624232570_915935540342143861_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0c6ae00cad1f5f5ebcb10ae9550744c9/5C79FA20/t51.2885-15/e35/44251910_272501696802506_6873573862054222236_n.jpg,,,,,,,,false,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/2ca73cf4c5f8cdb64da8ae827a6900c1/5C7EC793/t51.2885-15/e35/45669244_466071583916619_7795644381521408972_n.jpg,2,2,"Entrega linda de hoje só de balões metalizados 🎈🎈🎈
#balloonitos #petropolis #balloons #festaempetropolis #baloesdegashelio #festa #aniversario",0,1910417260856224166,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Petr\u00f3polis, Rio de Janeiro, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,215770463,"Petrópolis, Rio de Janeiro, Brazil",petropolis-rio-de-janeiro-brazil,7411026131,BqDKmB-HCmm,festa,balloonitos,festaempetropolis,petropolis,aniversario,baloesdegashelio,balloons,,,,,,,,,,,,,,,,,,1541959506,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/6b2d4fbd58e1a8031e6867fe754a2686/5C7A37D1/t51.2885-15/e35/s150x150/45669244_466071583916619_7795644381521408972_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/641bd91cb3dee7171b4be4d6c2ebd191/5C6C639B/t51.2885-15/e35/s240x240/45669244_466071583916619_7795644381521408972_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e40c96779dd3b51831f816bd3cd40122/5C7F0C21/t51.2885-15/e35/s320x320/45669244_466071583916619_7795644381521408972_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/89130d25ee930ad2411dcd23464eec5c/5C75C37B/t51.2885-15/e35/s480x480/45669244_466071583916619_7795644381521408972_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/c401d0de324ad9b75f073ada7e86d0dc/5C6B7176/t51.2885-15/sh0.08/e35/s640x640/45669244_466071583916619_7795644381521408972_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/c401d0de324ad9b75f073ada7e86d0dc/5C6B7176/t51.2885-15/sh0.08/e35/s640x640/45669244_466071583916619_7795644381521408972_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2ca73cf4c5f8cdb64da8ae827a6900c1/5C7EC793/t51.2885-15/e35/45669244_466071583916619_7795644381521408972_n.jpg,,,,,,,,,,,false,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/4ede1db0b3f3b207323c1f2c82dee478/5C6F14D8/t51.2885-15/e35/44254463_347962752434206_5053420758319676731_n.jpg,19,19,"Vem pra @truffolate 👩‍🍳🚲🍫🍰🥧 #foodbike 
#brigadeirosgourmets #doces #bolos #tortas #chocolate #festa #presentes #maceio #alagoas #food #delicia",0,1910417066432007211,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Macei\u00f3, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,213062567,"Maceió, Brazil",maceio-brazil,6047349650,BqDKjM5hgwr,foodbike,festa,doces,bolos,alagoas,brigadeirosgourmets,tortas,presentes,maceio,delicia,food,chocolate,,,,,,,,,,,,,1541959482,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/60f7c457494517a9c3d984cf7533ae67/5C6CF180/t51.2885-15/e35/c0.135.1080.1080/s150x150/44254463_347962752434206_5053420758319676731_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/cf8c42a735e40fc5858468d609277333/5C659DCA/t51.2885-15/e35/c0.135.1080.1080/s240x240/44254463_347962752434206_5053420758319676731_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/46d85149d47f27f9d24fa6208235a7c2/5C64B570/t51.2885-15/e35/c0.135.1080.1080/s320x320/44254463_347962752434206_5053420758319676731_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/5f051288564c406ff65571852d3a83c9/5C79B52A/t51.2885-15/e35/c0.135.1080.1080/s480x480/44254463_347962752434206_5053420758319676731_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/1f390d82cf4a62679896cefcca5f2207/5C80609B/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44254463_347962752434206_5053420758319676731_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1f390d82cf4a62679896cefcca5f2207/5C80609B/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44254463_347962752434206_5053420758319676731_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/4ede1db0b3f3b207323c1f2c82dee478/5C6F14D8/t51.2885-15/e35/44254463_347962752434206_5053420758319676731_n.jpg,,,,,,,,,,,false,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/24589d467fc1ee298325d30210679c11/5C6A0BEA/t51.2885-15/e35/44615396_546305252486205_6940331844553128219_n.jpg,4,4,"⭐🎩😄🚺
.
.
#halloweenparty #facepainting #trickortreat #animazione #festaatema #halloween #party #english4kids #bambini #happybirthday #kids #mamme #cool #smile #fun  #festa #mammaaiutamamma #miniisbetter #itsasmallworld #mum #mumadvisor #instakids #instamamme #instapic #picoftheday #instagood #coolkids #playandlearn #imparagiocacresce #dudu4kids",1,1910416974821622655,false,,,,,,4244948394,BqDKh3lHoN_,festaatema,instamamme,mammaaiutamamma,instapic,halloween,instagood,happybirthday,facepainting,mum,smile,picoftheday,playandlearn,english4kids,animazione,party,itsasmallworld,miniisbetter,cool,kids,halloweenparty,festa,coolkids,bambini,instakids,1541959472,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/f64e6bf24fbaabe3de0fc267279826ac/5C7A0BB2/t51.2885-15/e35/c0.135.1080.1080/s150x150/44615396_546305252486205_6940331844553128219_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/86cb5463ab41dd10cab77b45359a8723/5C8028F8/t51.2885-15/e35/c0.135.1080.1080/s240x240/44615396_546305252486205_6940331844553128219_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/311c0994d73329afea4bfa1c15ee7d29/5C897142/t51.2885-15/e35/c0.135.1080.1080/s320x320/44615396_546305252486205_6940331844553128219_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/87dd948b0447dc50d4685b51ea118296/5C7A8418/t51.2885-15/e35/c0.135.1080.1080/s480x480/44615396_546305252486205_6940331844553128219_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/62cfe7ce712c029a9e548ba2290ceafd/5C706AA9/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44615396_546305252486205_6940331844553128219_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/62cfe7ce712c029a9e548ba2290ceafd/5C706AA9/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44615396_546305252486205_6940331844553128219_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/24589d467fc1ee298325d30210679c11/5C6A0BEA/t51.2885-15/e35/44615396_546305252486205_6940331844553128219_n.jpg,,,,,mamme,dudu4kids,trickortreat,fun,imparagiocacresce,mumadvisor,false,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e5ffaf9c18c06f7ab267c06f4c534d6f/5C6D916E/t51.2885-15/e35/45339996_254185695449875_7068537265135643786_n.jpg,33,33,We are a family #family #models #love #happiness #colours #canon #photographer #cuggi #festa #libero #ippodromo,0,1910416946535109062,false,"{""street_address"": ""Via Pegaso 14"", ""zip_code"": ""20151"", ""city_name"": ""Milan, Italy"", ""region_name"": """", ""country_code"": ""IT"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,675486124,Canter 1920,canter-1920,3235469208,BqDKhdPHJHG,love,festa,family,models,photographer,canon,libero,colours,cuggi,ippodromo,happiness,,,,,,,,,,,,,,1541959468,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/164666cd6d334bc49882d83ca8a81a7d/5C83F12C/t51.2885-15/e35/s150x150/45339996_254185695449875_7068537265135643786_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/dda5094bd88c871ccdef637bc33275bf/5C823666/t51.2885-15/e35/s240x240/45339996_254185695449875_7068537265135643786_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/0757a0a487f837088614513a24063280/5C7814DC/t51.2885-15/e35/s320x320/45339996_254185695449875_7068537265135643786_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/21d7e291e220fc105b75393c7fb6e898/5C640186/t51.2885-15/e35/s480x480/45339996_254185695449875_7068537265135643786_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/fba107f1d1c3b1ae6fe994363dd337a0/5C7F6A8B/t51.2885-15/sh0.08/e35/s640x640/45339996_254185695449875_7068537265135643786_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/fba107f1d1c3b1ae6fe994363dd337a0/5C7F6A8B/t51.2885-15/sh0.08/e35/s640x640/45339996_254185695449875_7068537265135643786_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e5ffaf9c18c06f7ab267c06f4c534d6f/5C6D916E/t51.2885-15/e35/45339996_254185695449875_7068537265135643786_n.jpg,,https://instagram.fplu4-1.fna.fbcdn.net/vp/a9493aec78ce85111653831b183871ae/5C773774/t51.2885-15/e35/45547628_972150663147617_1115918810191781217_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1735c75f850dd8971354dfc0aba536c0/5C773A02/t51.2885-15/e35/44889186_1080049562158321_2550376884842528874_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/88b9eeeaa5fbfb5bcb0688446c91d94d/5C884E25/t51.2885-15/e35/44675997_502569120219577_4071387165140659764_n.jpg,,,,,,,false,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/65d1b2ce0dca4919521ef0eacc7cf9be/5C877950/t51.2885-15/e35/44286028_117506029156943_7736451028373203666_n.jpg,18,18,"Fica lindo o vaso com as areias após a celebração, um item de decoração para o lar pra la de especial 😍
Cerimônia das areias 
Li&Felipe 👰🏻❤🤵🏻
Por @kellenlovato 
#cerimoniadasareias",1,1910416894305930041,false,"{""street_address"": ""Rua Arnaldo Roque Briski"", ""zip_code"": ""13280-000"", ""city_name"": ""Vinhedo"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,634021475,Castelo Dos Vinhais  - O Espaço Medieval do Buffet Imagem,castelo-dos-vinhais-o-espaco-medieval-do-buffet-imagem,1987293648,BqDKgsmAos5,cerimoniadasareias,,,,,,,,,,,,,,,,,,,,,,,,1541959462,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/2811e6a9a35e4e6f81f41a0cf2ba199e/5C81BD94/t51.2885-15/e35/c0.96.768.768/s150x150/44286028_117506029156943_7736451028373203666_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/763509b8ecebaf276fd8827f7b5b8674/5C6567DE/t51.2885-15/e35/c0.96.768.768/s240x240/44286028_117506029156943_7736451028373203666_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/8dcbc22538d6fbf261b5a9317d607504/5C8A3E64/t51.2885-15/e35/c0.96.768.768/s320x320/44286028_117506029156943_7736451028373203666_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/13873217fb8c20598803865e5f1099d4/5C6A833E/t51.2885-15/e35/c0.96.768.768/s480x480/44286028_117506029156943_7736451028373203666_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/12dfc48587bf75fd4f46b3993ec3c243/5C89E3DD/t51.2885-15/sh0.08/e35/c0.96.768.768/s640x640/44286028_117506029156943_7736451028373203666_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/12dfc48587bf75fd4f46b3993ec3c243/5C89E3DD/t51.2885-15/sh0.08/e35/c0.96.768.768/s640x640/44286028_117506029156943_7736451028373203666_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/65d1b2ce0dca4919521ef0eacc7cf9be/5C877950/t51.2885-15/e35/44286028_117506029156943_7736451028373203666_n.jpg,,,,,,,,,,,false,,,,,,,
