dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,location/address_json,location/has_public_page,location/id,location/name,location/slug,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,urls/1,urls/2,urls/3,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9,comments_disabled,tags/28,tags/29,video_view_count
619,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/b2fe4d372843f0b6d3891b5e3878be24/5C727822/t51.2885-15/e35/44566574_538668286545212_5341334089376989184_n.jpg,9,9,"gente olha que coisa mais fofa! 
carteira em palha SMILE ❤😁 é muito amor né? varios outros bordados disponíveis aqui na loja! 
#clutch #carteira #bolsa #praia #smile #acessórios #acessóriosfemininos #fashion #verão2019 #verão #modapraia #modaparameninas #style #estilo #ferias",0,1910387744037548353,false,,1499044907,BqDD4gSnjFB,acessóriosfemininos,style,fashion,verão2019,acessórios,bolsa,carteira,verão,1541955987,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/2ff30d859ac163938c9b08728cef9190/5C6C3C3B/t51.2885-15/e35/c8.0.523.523/s150x150/44566574_538668286545212_5341334089376989184_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/fcfb6dbe39aa6c9db5bc913408ae7bbf/5C8A0671/t51.2885-15/e35/c8.0.523.523/s240x240/44566574_538668286545212_5341334089376989184_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/7b171ab0317ad4cf220eb30d80ba7848/5C6758CB/t51.2885-15/e35/c8.0.523.523/s320x320/44566574_538668286545212_5341334089376989184_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/901ebef75cd4908972652dd977b9410a/5C6D3191/t51.2885-15/e35/c8.0.523.523/s480x480/44566574_538668286545212_5341334089376989184_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/cd2220f31b78f058779c8d2cf3428526/5C891AEE/t51.2885-15/e35/c8.0.523.523/44566574_538668286545212_5341334089376989184_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/cd2220f31b78f058779c8d2cf3428526/5C891AEE/t51.2885-15/e35/c8.0.523.523/44566574_538668286545212_5341334089376989184_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b2fe4d372843f0b6d3891b5e3878be24/5C727822/t51.2885-15/e35/44566574_538668286545212_5341334089376989184_n.jpg,"{""street_address"": ""Rua da Penha, 857 - lojas 1, 2 e 3"", ""zip_code"": ""18010-000"", ""city_name"": ""Sorocaba, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,408483984,Della Gioia Bigiotteria,della-gioia-bigiotteria,clutch,estilo,praia,modaparameninas,smile,ferias,modapraia,,,,,,,,,,,,,,,,,,,,,,,false,,,
719,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/bd28b3fd2c7df5d15e8208818fee6c64/5C7900CE/t51.2885-15/e35/s1080x1080/44418501_128067461515031_7773198875932784526_n.jpg,3,3,"Tus invitados se llevarán un recuerdo inolvidable 🙌
.
.
.
#Eventos #Panama #Ferias #Ciudad #pty #507 #Expo #Conferencias #Panama #ciudad507 #megapolis #bodas #convenciones #reuniones #corporativos #conciertos507",0,1910387600902761962,false,,2353307786,BqDD2a_Hq3q,Eventos,megapolis,convenciones,reuniones,Conferencias,Panama,bodas,Ciudad,1541955970,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/203bf994853ec2c6d3294158dc3ef5c2/5C8A3F69/t51.2885-15/e35/c267.0.1066.1066/s150x150/44418501_128067461515031_7773198875932784526_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/13c203b290463e903472a21873b6624c/5C704923/t51.2885-15/e35/c267.0.1066.1066/s240x240/44418501_128067461515031_7773198875932784526_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/3c452adad2ae65cd34462867b112212c/5C712B99/t51.2885-15/e35/c267.0.1066.1066/s320x320/44418501_128067461515031_7773198875932784526_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/f34f50c82c3ba45e93cba650b6c45318/5C86C6C3/t51.2885-15/e35/c267.0.1066.1066/s480x480/44418501_128067461515031_7773198875932784526_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/6aa0c63782b6020af46f040d309fb011/5C6A1672/t51.2885-15/sh0.08/e35/c267.0.1066.1066/s640x640/44418501_128067461515031_7773198875932784526_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6aa0c63782b6020af46f040d309fb011/5C6A1672/t51.2885-15/sh0.08/e35/c267.0.1066.1066/s640x640/44418501_128067461515031_7773198875932784526_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/bd28b3fd2c7df5d15e8208818fee6c64/5C7900CE/t51.2885-15/e35/s1080x1080/44418501_128067461515031_7773198875932784526_n.jpg,,,,,,Expo,pty,corporativos,conciertos507,507,Ferias,ciudad507,,,,,,,,,,,,,,,,,,,,,,,false,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/de6a11344af8ea4d382576440fbfc176/5C88E8FD/t51.2885-15/e35/44478698_551624548597704_4586332817889165312_n.jpg,28,28,"Summer Vibes ☀️🌊👌🏽.. .
.
.
#domingou #ferias #cancun #summervibes #vibes #summer #mexico #top #franckrodrigues #vocation #travel #photo #phototravel #travelphotography #sol #mar #piscina #sumer #blessed #paraiso",0,1910387554102610440,false,,748554490,BqDD1vZnQoI,summer,phototravel,piscina,mexico,blessed,photo,cancun,franckrodrigues,1541955964,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/8850233a03f05d1ebc69fa6fa4897cd4/5C8868A5/t51.2885-15/e35/c0.135.1080.1080/s150x150/44478698_551624548597704_4586332817889165312_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/77431b05fbb50b8d8bde1a515cf17e01/5C8184EF/t51.2885-15/e35/c0.135.1080.1080/s240x240/44478698_551624548597704_4586332817889165312_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/3cf78a7d5e3041acbb3c9b7d1c904454/5C71BD55/t51.2885-15/e35/c0.135.1080.1080/s320x320/44478698_551624548597704_4586332817889165312_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/b7ca5028417bc82355a5fdefcfbe2205/5C78240F/t51.2885-15/e35/c0.135.1080.1080/s480x480/44478698_551624548597704_4586332817889165312_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/1f653550456123c798d30de0bc2be86b/5C75C7BE/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44478698_551624548597704_4586332817889165312_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1f653550456123c798d30de0bc2be86b/5C75C7BE/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44478698_551624548597704_4586332817889165312_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/de6a11344af8ea4d382576440fbfc176/5C88E8FD/t51.2885-15/e35/44478698_551624548597704_4586332817889165312_n.jpg,"{""street_address"": ""Blvd. Kukulcan, Km. 13.5, No. 32, Seccion A, Segunda Etapa, Zona Hotelera"", ""zip_code"": ""77500"", ""city_name"": ""Canc\u00fan, Quintana Roo"", ""region_name"": """", ""country_code"": ""MX"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,234352053,The Royal Sands,the-royal-sands,sol,summervibes,vibes,mar,domingou,paraiso,sumer,travelphotography,ferias,vocation,top,travel,,,,,,,,,,,,,,,,,,false,,,
589,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/41de4c1aa70341e379759e1c250eccb0/5C6C30FF/t51.2885-15/e35/43986029_554596241667839_1666953867684778901_n.jpg,20,20,"""Muito mais há a contar e a viver nesta cidade invicta, que fez de francesinhas iguaria e das tripas sobejas, coração e prato. Que se veste de sete pontes em vez de saias, que se adorna vaidosa dos seus rabelos e à noite se deixa naufragar em vinho velho e licoroso.
Mas hoje ficamos por aqui, para saborear o resto deste São Martinho chuvoso.""🌰☔
V.
.
.
.
Novo post no blog ⏩ PORTO SENTIDO
Link direto no perfil
#blog
#blogeusimtunao
#eusimtunao
#blogger #v #novopost #newpost #porto #portugal #norte #cidade #city #douro #rio #river #ferias #roteiro #holidays #asnossasvoltas #portosentido",11,1910387510305310344,false,,7842206383,BqDD1GnF0aI,porto,blogeusimtunao,roteiro,asnossasvoltas,portugal,city,blogger,cidade,1541955959,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/2a239a7f523c0bb6befb6ebc1cb20c1c/5C87C2DE/t51.2885-15/e35/c20.0.480.480/s150x150/43986029_554596241667839_1666953867684778901_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/089dc382be7863f13bfec0d1af5b6881/5C82E994/t51.2885-15/e35/c20.0.480.480/s240x240/43986029_554596241667839_1666953867684778901_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/d486ce3319262cb8829a8f4175981764/5C81B72E/t51.2885-15/e35/c20.0.480.480/s320x320/43986029_554596241667839_1666953867684778901_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/3975afd705b4f65e00e1d9cbc0b1f4b3/5C881912/t51.2885-15/e35/c20.0.480.480/43986029_554596241667839_1666953867684778901_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/3975afd705b4f65e00e1d9cbc0b1f4b3/5C881912/t51.2885-15/e35/c20.0.480.480/43986029_554596241667839_1666953867684778901_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3975afd705b4f65e00e1d9cbc0b1f4b3/5C881912/t51.2885-15/e35/c20.0.480.480/43986029_554596241667839_1666953867684778901_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/41de4c1aa70341e379759e1c250eccb0/5C6C30FF/t51.2885-15/e35/43986029_554596241667839_1666953867684778901_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Porto, Portugal"", ""region_name"": """", ""country_code"": ""PT"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,24960421,"Porto, Portugal",porto-portugal,newpost,norte,holidays,blog,rio,ferias,v,douro,novopost,river,portosentido,eusimtunao,,,,,,,,,,,,,,,,,,false,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/a03884390145ba25c3d3e515fefedb78/5C77728F/t51.2885-15/e35/43778755_253997315273260_4553059841686876766_n.jpg,6,6,"Não viva para que a sua presença seja notada, mas para que a sua falta seja sentida.
Bob Marley @mazzo_fernandes  #frasesdebobmarley #bobmarley #ferias #beach #manstyle",0,1910387377261968716,false,,1697473087,BqDDzKtFv1M,frasesdebobmarley,ferias,manstyle,beach,bobmarley,,,,1541955943,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/4b600c644184ff01748e7b9d7398ed1e/5C7D3DCD/t51.2885-15/e35/s150x150/43778755_253997315273260_4553059841686876766_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/17878001a6ddb94093e466065fa9ab2a/5C81AC87/t51.2885-15/e35/s240x240/43778755_253997315273260_4553059841686876766_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/4cd0043d4ec3c4d161a7b2909161a967/5C7F413D/t51.2885-15/e35/s320x320/43778755_253997315273260_4553059841686876766_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/1097f4f293f5d3529a8b89eec5328e39/5C773B67/t51.2885-15/e35/s480x480/43778755_253997315273260_4553059841686876766_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/a51af5cc6a45fe1e1fbe901300f16dca/5C863C6A/t51.2885-15/sh0.08/e35/s640x640/43778755_253997315273260_4553059841686876766_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a51af5cc6a45fe1e1fbe901300f16dca/5C863C6A/t51.2885-15/sh0.08/e35/s640x640/43778755_253997315273260_4553059841686876766_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a03884390145ba25c3d3e515fefedb78/5C77728F/t51.2885-15/e35/43778755_253997315273260_4553059841686876766_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/59ae7e1a5682b8d94889335e2dbefc67/5C7DB882/t51.2885-15/e35/44826343_1197760547039419_709581799348393009_n.jpg,3,3,#ferias #beach #arraialdocabo,0,1910387301814882127,false,,9050614337,BqDDyEcF89P,ferias,beach,arraialdocabo,,,,,,1541955934,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/951cde6f350d44ccb1318c7291779897/5C67EAC0/t51.2885-15/e35/s150x150/44826343_1197760547039419_709581799348393009_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/12c48462eeb1269dca8a96f664fda156/5C6B448A/t51.2885-15/e35/s240x240/44826343_1197760547039419_709581799348393009_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/49bd69e526231fd99161bd1df4dd8ec7/5C69DC30/t51.2885-15/e35/s320x320/44826343_1197760547039419_709581799348393009_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/72d2eff950d32902b51e4fc1d9d157a9/5C792B6A/t51.2885-15/e35/s480x480/44826343_1197760547039419_709581799348393009_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/2415f0ab99ec825f0f0d50a07112a87c/5C6C7667/t51.2885-15/sh0.08/e35/s640x640/44826343_1197760547039419_709581799348393009_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2415f0ab99ec825f0f0d50a07112a87c/5C6C7667/t51.2885-15/sh0.08/e35/s640x640/44826343_1197760547039419_709581799348393009_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/59ae7e1a5682b8d94889335e2dbefc67/5C7DB882/t51.2885-15/e35/44826343_1197760547039419_709581799348393009_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/e6a67398f2c1a06b27ee45cd3e6c5e9a/5C8AB813/t51.2885-15/e35/44260670_259853608065306_5042961320583019559_n.jpg,,,,,,,,,false,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/0e675c125a1533470ff21edbba432067/5C862C8F/t51.2885-15/e35/45827770_1118767618286725_432386005730696015_n.jpg,12,12,Ser grata.. 🙏🏼 #nordeste #bahia #marau #pontadomuta #astrorei #ferias #gratidao,2,1910387196882093914,false,,219707385,BqDDwitnIda,astrorei,gratidao,nordeste,marau,pontadomuta,ferias,bahia,,1541955922,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/f821825abd17ca43bcf45f1a00b25770/5C7D41CD/t51.2885-15/e35/s150x150/45827770_1118767618286725_432386005730696015_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/958f82a7dffff6e01fb842e632ed03bc/5C80F287/t51.2885-15/e35/s240x240/45827770_1118767618286725_432386005730696015_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/894a5fd479359899c4e08491a99ccefa/5C64BB3D/t51.2885-15/e35/s320x320/45827770_1118767618286725_432386005730696015_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/4154a3b38924b9292ee1515e61ef75be/5C667567/t51.2885-15/e35/s480x480/45827770_1118767618286725_432386005730696015_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/cc333d8d749b745dfb38fd5059d4303e/5C86396A/t51.2885-15/sh0.08/e35/s640x640/45827770_1118767618286725_432386005730696015_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/cc333d8d749b745dfb38fd5059d4303e/5C86396A/t51.2885-15/sh0.08/e35/s640x640/45827770_1118767618286725_432386005730696015_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0e675c125a1533470ff21edbba432067/5C862C8F/t51.2885-15/e35/45827770_1118767618286725_432386005730696015_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Mara\u00fa"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,508009589555809,Península Do Maraú - Bahia,peninsula-do-marau-bahia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/46bfae30a9615bcba294f4430bdec112/5C6D3CA1/t51.2885-15/e35/45389943_357628251675851_2937790641077355221_n.jpg,10,10,"ÚLTIMO DÍA!! feria en el bajo!!! Ropa, zapatos, carteras, suculentas🌱 y liquidación de invierno! 🔥⚡ SUPER PRECIOS🎁🎉🙊$20, 🤤$30, 😻$40, 😮$80,🙆‍♀️$100

#feriadeusado #feriaderopausada #feriaderopa #usado #usados #feriaamericana #feria #ferias",0,1910387057412031455,false,,8894871537,BqDDug0jEPf,feria,feriaamericana,feriaderopausada,feriaderopa,usado,ferias,feriadeusado,usados,1541955905,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/a3e93e8f9df2597957bbed8e5e266b7c/5C6A76E3/t51.2885-15/e35/s150x150/45389943_357628251675851_2937790641077355221_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/7de97e219052182ba506644e0463988c/5C6910A9/t51.2885-15/e35/s240x240/45389943_357628251675851_2937790641077355221_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f4f416e06dd37806b56fc4733648ef35/5C790413/t51.2885-15/e35/s320x320/45389943_357628251675851_2937790641077355221_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ee0f631928543b3ec48629adb9064b18/5C790E49/t51.2885-15/e35/s480x480/45389943_357628251675851_2937790641077355221_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/b8f13886ebb62c38935c4105e9d8a199/5C7EBD44/t51.2885-15/sh0.08/e35/s640x640/45389943_357628251675851_2937790641077355221_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b8f13886ebb62c38935c4105e9d8a199/5C7EBD44/t51.2885-15/sh0.08/e35/s640x640/45389943_357628251675851_2937790641077355221_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/46bfae30a9615bcba294f4430bdec112/5C6D3CA1/t51.2885-15/e35/45389943_357628251675851_2937790641077355221_n.jpg,"{""street_address"": """", ""zip_code"": ""B 1642"", ""city_name"": ""San Isidro, Buenos Aires"", ""region_name"": """", ""country_code"": ""AR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,219550262,"San Isidro, Buenos Aires",san-isidro-buenos-aires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,
750,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/903351ece985e04c9d572ad62f4bae47/5C72F5F2/t51.2885-15/e35/44663747_1953895731359066_3099008108929786305_n.jpg,33,33,"Por mais dias assim 🔙
.
.
.
.
.
.
#praia #beach #sol #mar #brasil  #follow #nature #fitness #like #brazil #amor #photography #verao #summer #top #viagem #natureza #fotografia #modapraia #sun #surf #love #piscina #rias #ferias #portodegalinhas #travel #Pernambuco #losdomingueiros",2,1910386986303089143,false,,280084873,BqDDtemH-n3,summer,love,sol,verao,Pernambuco,follow,brazil,rias,1541955897,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/56bd597123dee468a1050ccab852a39a/5C7848CD/t51.2885-15/e35/s150x150/44663747_1953895731359066_3099008108929786305_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/359b37cb9c219be031ab17e43e7232c3/5C878CCB/t51.2885-15/e35/s240x240/44663747_1953895731359066_3099008108929786305_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/36d7274cefea9e28ed22e99b73a956cc/5C8A3EB5/t51.2885-15/e35/s320x320/44663747_1953895731359066_3099008108929786305_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/737b1827f470a5ef9a44f74eb86dab7d/5C7C11F2/t51.2885-15/e35/s480x480/44663747_1953895731359066_3099008108929786305_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/24a481733c8e005d9b05b568d4f4230f/5C674048/t51.2885-15/sh0.08/e35/s640x640/44663747_1953895731359066_3099008108929786305_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/24a481733c8e005d9b05b568d4f4230f/5C674048/t51.2885-15/sh0.08/e35/s640x640/44663747_1953895731359066_3099008108929786305_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/903351ece985e04c9d572ad62f4bae47/5C72F5F2/t51.2885-15/e35/44663747_1953895731359066_3099008108929786305_n.jpg,,,,,,piscina,sun,top,portodegalinhas,beach,surf,natureza,mar,losdomingueiros,nature,photography,like,praia,fotografia,viagem,modapraia,brasil,fitness,amor,ferias,,,,,,,,,,false,travel,,
637,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/d5fe11fee93e36bb9f02b0abe48b9e62/5C7B993B/t51.2885-15/e35/43914843_291476264804421_6787540795549485212_n.jpg,12,12,"Coisa Boa é trem bão. .... . #familiamiranda #ferias .
.
.
.
.
.
. #balneariocamboriu #praia #photooftheday #instagood #happy #love #family",1,1910386973174300969,false,,3497789795,BqDDtSXloEp,balneariocamboriu,love,familiamiranda,family,instagood,praia,ferias,happy,1541955895,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/caee049cffd572366db0b5a63a5e4298/5C783A7C/t51.2885-15/e35/c221.0.637.637/s150x150/43914843_291476264804421_6787540795549485212_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/30c4d57f49ae3b2e08338f349119b31d/5C669F36/t51.2885-15/e35/c221.0.637.637/s240x240/43914843_291476264804421_6787540795549485212_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/2376f775d70a3df23427501d860791ae/5C8AA38C/t51.2885-15/e35/c221.0.637.637/s320x320/43914843_291476264804421_6787540795549485212_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/5b8a948ac48c40816f6c623ed1821548/5C78BFD6/t51.2885-15/e35/c221.0.637.637/s480x480/43914843_291476264804421_6787540795549485212_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/f43cf0baf5f3e3f10de2c0f59d78b6b7/5C779326/t51.2885-15/e35/c221.0.637.637/43914843_291476264804421_6787540795549485212_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f43cf0baf5f3e3f10de2c0f59d78b6b7/5C779326/t51.2885-15/e35/c221.0.637.637/43914843_291476264804421_6787540795549485212_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d5fe11fee93e36bb9f02b0abe48b9e62/5C7B993B/t51.2885-15/e35/43914843_291476264804421_6787540795549485212_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Balne\u00e1rio Cambori\u00fa"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,197075234362985,Restaurante Empório Atlântica,restaurante-emporio-atlantica,photooftheday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/036869ead6c00d36ce7ded97231b4e90/5C819045/t51.2885-15/e35/44250721_1772982986144292_153148646928961576_n.jpg,8,8,🌴🌴🌴🌴#vistoparabrasileiros#estadosunidos#turismo#viagem#viagens#viajando#aroundtheworld#viajar#viagem#ferias#melhordomundo#visiting#holiday#turismo#turistando#ferias2016#travelgram#viagens#mochilando#travelgram#mundo#visiting#instatravel#follow#photooftheday#fun#trip#miami#noronha#viagens#tiosam#dicasdeviagem#vistoparabrasileiros#estadosunidos#turismo#viagem#usa#america#unitedstates,0,1910386850984746938,false,,453907954,BqDDrgkhd-6,mundo,viajando,mochilando,unitedstates,follow,trip,america,usa,1541955880,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/a0fc535010c441605aed6d54a968bb98/5C7DB707/t51.2885-15/e35/s150x150/44250721_1772982986144292_153148646928961576_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/577952147362ba3946f47425bd7626d5/5C83EE4D/t51.2885-15/e35/s240x240/44250721_1772982986144292_153148646928961576_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/692937c49433d77ec2916455545775ca/5C8597F7/t51.2885-15/e35/s320x320/44250721_1772982986144292_153148646928961576_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/b8fdb524b3ba3f9c30ad9ed2ad11a748/5C85E9AD/t51.2885-15/e35/s480x480/44250721_1772982986144292_153148646928961576_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/a5a66c38a0ba94d922f5174c0929210d/5C640FA0/t51.2885-15/sh0.08/e35/s640x640/44250721_1772982986144292_153148646928961576_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a5a66c38a0ba94d922f5174c0929210d/5C640FA0/t51.2885-15/sh0.08/e35/s640x640/44250721_1772982986144292_153148646928961576_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/036869ead6c00d36ce7ded97231b4e90/5C819045/t51.2885-15/e35/44250721_1772982986144292_153148646928961576_n.jpg,,,,,,visiting,viajar,aroundtheworld,turismo,travelgram,melhordomundo,ferias2016,holiday,photooftheday,estadosunidos,noronha,instatravel,viagem,miami,dicasdeviagem,vistoparabrasileiros,viagens,tiosam,fun,ferias,,,,,,,,,,false,turistando,,
